"Iteration","Uz_up1: Uz_up1 (m/s)","Uz_up2: Uz_up2 (m/s)","Uz_up3: Uz_up3 (m/s)","Uz_up4: Uz_up4 (m/s)","Uz_up5: Uz_up5 (m/s)","Uz_down1: Uz_down1 (m/s)","Uz_down2: Uz_down2 (m/s)","Uz_down3: Uz_down3 (m/s)","Uz_down4: Uz_down4 (m/s)","Uz_down5: Uz_down5 (m/s)"
1744.0,7.274094619785408E-4,0.0010178384391320036,,,,5.791477633999751E-4,8.9408611890289E-4,0.0010125192582359037,4.0223206033369006E-4,1.5066061113028648E-4
1745.0,7.274277285432031E-4,0.0010178541091991167,,,,5.820577385614986E-4,8.976152869083027E-4,0.0010157322922894276,4.042140687560953E-4,1.5147608623814726E-4
1746.0,7.27432415472028E-4,0.0010178631396228345,,,,5.846210548938585E-4,9.007446650946326E-4,0.0010186149041501568,4.0601047638144487E-4,1.521980515083852E-4
1747.0,7.274597603571651E-4,0.0010179208285576002,,,,5.868541801164399E-4,9.035155237474702E-4,0.0010211558454029312,4.076142565718583E-4,1.5284860250272005E-4
1748.0,7.274778050306474E-4,0.001017941871573841,,,,5.888230600458505E-4,9.060455448125939E-4,0.0010234758820621425,4.090738815604831E-4,1.5345186308584978E-4
1749.0,7.275228949407367E-4,0.0010180234609130946,,,,5.905466795245244E-4,9.082545622546183E-4,0.0010255245880666244,4.1038156984624585E-4,1.5398654270767177E-4
1750.0,7.275272004382427E-4,0.0010180085641075648,,,,5.920612342314175E-4,9.103407328971836E-4,0.001027413518071569,4.1157882357364354E-4,1.5449946859608194E-4
1751.0,7.275049997661178E-4,0.0010179628813192952,,,,5.934171062520889E-4,9.121937649304409E-4,0.0010291503221782176,4.126814466428683E-4,1.5495953759966282E-4
1752.0,7.275141370851456E-4,0.00101800135018249,,,,5.94584897173708E-4,9.137152707227476E-4,0.0010306040949756511,4.1362903499062844E-4,1.5534300544801103E-4
1753.0,7.275015055479487E-4,0.0010179792767699954,,,,5.95628945783071E-4,9.152051770276023E-4,0.0010319959670552037,4.1451683286153286E-4,1.557193176567651E-4
1754.0,7.275395550270785E-4,0.0010180730198123872,,,,5.965432201682136E-4,9.16476329268382E-4,0.0010331600223118912,4.152816158661892E-4,1.5602434839962924E-4
1755.0,7.275324347464733E-4,0.001018049236776041,,,,5.973393964938132E-4,9.17635345519191E-4,0.001034285847438035,4.1599824525152476E-4,1.5634347148882856E-4
1756.0,7.275426816984914E-4,0.001018079389053231,,,,5.980441817488797E-4,9.186306786236886E-4,0.0010352643574559638,4.166387803472804E-4,1.5661302150202862E-4
1757.0,7.275301412324913E-4,0.0010180572753686063,,,,5.986578468158891E-4,9.195297478154659E-4,0.0010361277707846839,4.172094816008232E-4,1.5686037729723007E-4
1758.0,7.275504523784788E-4,0.0010181154811769095,,,,5.992220346452445E-4,9.20340336800664E-4,0.0010369169625703148,4.177259468566448E-4,1.5706197229172137E-4
1759.0,7.275616284380544E-4,0.0010181387996655662,,,,5.997168874031489E-4,9.21094482003188E-4,0.0010376363320400085,4.1819614302069264E-4,1.5726869622768568E-4
1760.0,7.275889519346737E-4,0.0010181964890039821,,,,6.001656314689623E-4,9.217538922813492E-4,0.0010382905195212913,4.1862540362004065E-4,1.5744608432587042E-4
1761.0,7.276036929679424E-4,0.0010182194117783923,,,,6.005610855559233E-4,9.223692005917103E-4,0.001038879957302709,4.1901564675321024E-4,1.576184882229318E-4
1762.0,7.276121067451436E-4,0.0010182323946595607,,,,6.009121378669096E-4,9.229039642337871E-4,0.0010394131673008612,4.1936953550995046E-4,1.577712334134546E-4
1763.0,7.276216965601908E-4,0.0010182522881907673,,,,6.012277079117825E-4,9.233697701398712E-4,0.0010398872471987558,4.1968364614933826E-4,1.5790089573649094E-4
1764.0,7.276131530745452E-4,0.001018234548748481,,,,6.01494931995065E-4,9.237820495207193E-4,0.0010403007919573253,4.199614419436423E-4,1.5802026364962316E-4
1765.0,7.276244548034669E-4,0.0010182631692309202,,,,6.017404156306841E-4,9.241596459886464E-4,0.0010406904797230158,4.20217763186827E-4,1.5812229750596663E-4
1766.0,7.276347951197413E-4,0.0010182802961749672,,,,6.019608496252169E-4,9.245068981642618E-4,0.001041038930150687,4.204476330178917E-4,1.5821828479829588E-4
1767.0,7.276480247656075E-4,0.0010183004701555367,,,,6.021587690311895E-4,9.248255050573176E-4,0.0010413607846138412,4.206595528260759E-4,1.5830918734260465E-4
1768.0,7.276476537143837E-4,0.00101828876523075,,,,6.02334619343523E-4,9.251052026477042E-4,0.0010416464503420241,4.2085502889940656E-4,1.583962253275865E-4
1769.0,7.27651567313755E-4,0.0010182973268433016,,,,6.024928436642624E-4,9.253509165762408E-4,0.0010418940089573084,4.210206931583428E-4,1.584617399299375E-4
1770.0,7.276827535206095E-4,0.001018362429107183,,,,6.02642267131349E-4,9.256069720859088E-4,0.0010421250550506733,4.211687965114411E-4,1.585151781972229E-4
1771.0,7.276906688192707E-4,0.0010183613163660741,,,,6.027730855949137E-4,9.258182399684268E-4,0.0010423622171349815,4.213231319897929E-4,1.585917323805088E-4
1772.0,7.276922426419528E-4,0.0010183530925398745,,,,6.028434768816439E-4,9.259171327692165E-4,0.0010424797425232957,4.214335084985111E-4,1.5865589212999662E-4
1773.0,7.276585327512849E-4,0.001018278910963922,,,,6.029096016109152E-4,9.260339494214156E-4,0.0010426299628862668,4.2154124445173364E-4,1.5870196059604926E-4
1774.0,7.276522636191863E-4,0.0010182879729561177,,,,6.029900115543987E-4,9.261806663134022E-4,0.0010427574789186403,4.2161477485800724E-4,1.5871110181238452E-4
1775.0,7.276590301731693E-4,0.0010183085119716512,,,,6.030685939243598E-4,9.26323851862963E-4,0.00104289350784494,4.2169590944375927E-4,1.5873979377848142E-4
1776.0,7.276705742871912E-4,0.0010183291338848118,,,,6.031430341442575E-4,9.26455015192609E-4,0.0010430270682181128,4.2177970288820245E-4,1.5877904429246602E-4
1777.0,7.276794731774772E-4,0.001018339994317093,,,,6.032061123401123E-4,9.265583188097938E-4,0.0010431336897530794,4.218544299987063E-4,1.5881846105546027E-4
1778.0,7.276989732038746E-4,0.001018375153527536,,,,6.032742670444674E-4,9.266759918609585E-4,0.001043255833404158,4.219332717884513E-4,1.588525554537865E-4
1779.0,7.277228664859952E-4,0.0010184066149364803,,,,6.033173082638705E-4,9.267210954414409E-4,0.0010432898281031273,4.2198163396219403E-4,1.588944791536827E-4
1780.0,7.276974709349339E-4,0.0010183526806233504,,,,6.034188587478031E-4,9.269191784898789E-4,0.0010435174386402015,4.22091085531982E-4,1.5891358519994108E-4
1781.0,7.277513886262826E-4,0.0010184730064613497,,,,6.034511164513083E-4,9.26929733297272E-4,0.0010434605789989791,4.220825691968415E-4,1.5892142462648406E-4
1782.0,7.277183745475848E-4,0.0010183910779703897,,,,6.035208896150689E-4,9.270837120726307E-4,0.0010436815987312153,4.221971486210821E-4,1.5896110043777984E-4
1783.0,7.277714429121194E-4,0.0010185136024407396,,,,6.035409050986226E-4,9.270916859201868E-4,0.0010436151719717794,4.2217292680720624E-4,1.5895269977552606E-4
1784.0,7.277513803185234E-4,0.00101844806539983,,,,6.035806536928293E-4,9.271813607557267E-4,0.0010437784593569787,4.222696897350314E-4,1.589993907240762E-4
1785.0,7.27782110705829E-4,0.0010185124820580994,,,,6.036056726282987E-4,9.272084656875425E-4,0.0010437651727700575,4.2227455643592125E-4,1.5900281898981804E-4
1786.0,7.277445976649235E-4,0.0010184191734104928,,,,6.036293273068147E-4,9.272436515865466E-4,0.0010438554958607797,4.223420556331754E-4,1.5903911823866553E-4
1787.0,7.277682787006025E-4,0.0010184787300355719,,,,6.036501440723084E-4,9.272821963475879E-4,0.0010438519452144618,4.223330755122106E-4,1.5902138014151128E-4
1788.0,7.277431385811129E-4,0.0010184191332697316,,,,6.036741792663353E-4,9.273262622462297E-4,0.0010439316406337888,4.2237920823078674E-4,1.590391067986721E-4
1789.0,7.277743914224894E-4,0.0010184888064182144,,,,6.036997111576092E-4,9.273776442787925E-4,0.0010439454591187232,4.223808721394708E-4,1.590325399301152E-4
1790.0,7.277593561830836E-4,0.0010184400835116514,,,,6.036981505205537E-4,9.273599356744528E-4,0.0010439632499241727,4.2241380618898006E-4,1.5906769572122454E-4
1791.0,7.277532641454155E-4,0.0010184342443947637,,,,6.037298328900296E-4,9.2744321605513E-4,0.0010440360851715668,4.224415544074465E-4,1.59056780304322E-4
1792.0,7.277815010067233E-4,0.0010184892170507756,,,,6.037770008031525E-4,9.275076389154717E-4,0.0010440763854506253,4.224576590611135E-4,1.5906647097572334E-4
1793.0,7.277826283041044E-4,0.0010184866118501668,,,,6.038117252411075E-4,9.275676430194162E-4,0.0010441526597088644,4.2250617708871E-4,1.5908939426864438E-4
1794.0,7.277973363590106E-4,0.0010185171598711055,,,,6.038454161378057E-4,9.276206850549087E-4,0.0010441933075230855,4.225348880792659E-4,1.5910633874614144E-4
1795.0,7.277980932513064E-4,0.0010185086269114331,,,,6.038377045585465E-4,9.275941375786487E-4,0.0010441827909117918,4.225504821407019E-4,1.5912759561747798E-4
1796.0,7.278076696409653E-4,0.0010185286709524578,,,,6.038497946874017E-4,9.276224244303274E-4,0.0010441987321695798,4.225545891281049E-4,1.5912149279997403E-4
1797.0,7.277966021527641E-4,0.0010184996338090718,,,,6.038537190282735E-4,9.276212783865939E-4,0.0010442185925231744,4.225741442052738E-4,1.5913220423203133E-4
1798.0,7.27797704617579E-4,0.0010185098951491424,,,,6.03869884288814E-4,9.276489736699334E-4,0.0010442296459332889,4.225718526500022E-4,1.5912255393188093E-4
1799.0,7.278047115882771E-4,0.0010185212085037523,,,,6.038799358732702E-4,9.276655832996549E-4,0.0010442466918411273,4.2258038810055764E-4,1.5912267185342008E-4
1800.0,7.278160694115495E-4,0.0010185391910362115,,,,6.038987391886374E-4,9.27698726029369E-4,0.001044272260143333,4.2259236430824753E-4,1.5912810852465055E-4
1801.0,7.278175643008749E-4,0.0010185322986678016,,,,6.039016612234583E-4,9.276981553497179E-4,0.0010442799490300708,4.226054532334598E-4,1.5914006421279697E-4
1802.0,7.278256968768995E-4,0.0010185461927661448,,,,6.039167921726399E-4,9.277242786571886E-4,0.0010442978767003126,4.2261304360025065E-4,1.5914004431196872E-4
1803.0,7.278332164636858E-4,0.0010185557201370583,,,,6.039277876924024E-4,9.277383319887254E-4,0.0010443151786472486,4.226248989508348E-4,1.5914514603092113E-4
1804.0,7.278447028647422E-4,0.0010185745398897169,,,,6.039464242782725E-4,9.277681451176515E-4,0.0010443392187265853,4.2263641968893925E-4,1.591494061622312E-4
1805.0,7.27850279923804E-4,0.0010185782918130698,,,,6.039518299761563E-4,9.277703523143932E-4,0.0010443471033499182,4.2264682638878373E-4,1.5915823767426233E-4
1806.0,7.278593423338651E-4,0.0010185936858199353,,,,6.039658170433585E-4,9.277936977038466E-4,0.0010443643845032935,4.2265390610621626E-4,1.5915848809998503E-4
1807.0,7.27858271389127E-4,0.0010185852917367262,,,,6.039674875086207E-4,9.277895541660662E-4,0.0010443685335202318,4.2266221334991133E-4,1.5916597990701687E-4
1808.0,7.278624349279648E-4,0.0010185940470630547,,,,6.0397685419085E-4,9.278065659384755E-4,0.0010443784791442923,4.226638368815175E-4,1.5916234496289887E-4
1809.0,7.278640311819069E-4,0.001018592541316409,,,,6.039792724019393E-4,9.278077125384038E-4,0.001044383291049787,4.2266873448844436E-4,1.5916511209941142E-4
1810.0,7.278688047396881E-4,0.001018600201491065,,,,6.03988442413535E-4,9.278237800442095E-4,0.0010443940857257292,4.226719140969795E-4,1.5916411523838404E-4
1811.0,7.27869598233033E-4,0.001018595007230422,,,,6.039829648619294E-4,9.278077783183308E-4,0.0010443823041208287,4.2267178376736287E-4,1.5916930107767738E-4
1812.0,7.278715541400062E-4,0.001018596060839035,,,,6.039848068404398E-4,9.278143658998776E-4,0.00104438638664408,4.2267089147697025E-4,1.5916561696649554E-4
1813.0,7.278683930877166E-4,0.0010185872677236736,,,,6.039906478359076E-4,9.278255856131708E-4,0.0010444019161015736,4.2267811589110016E-4,1.5916631314633132E-4
1814.0,7.278702835737727E-4,0.0010185918685915861,,,,6.040009793648554E-4,9.278418331665512E-4,0.00104441219857089,4.2268224586553254E-4,1.5916696242261174E-4
1815.0,7.278804814829396E-4,0.0010186073535599412,,,,6.040020439491446E-4,9.278342602137084E-4,0.0010443970650170153,4.2267889425898127E-4,1.591697488674629E-4
1816.0,7.278774857219664E-4,0.0010185957126553687,,,,6.040010139499131E-4,9.278353098726612E-4,0.0010444072768956958,4.226853068277898E-4,1.5917337437430356E-4
1817.0,7.278799631628082E-4,0.001018598696343459,,,,6.040055905676395E-4,9.278411770286346E-4,0.0010444090645130965,4.2268478922976975E-4,1.5917112723641574E-4
1818.0,7.278767046881686E-4,0.0010185918065293764,,,,6.040001243777359E-4,9.278288448786565E-4,0.0010443975986221814,4.2268031900796044E-4,1.5917116354167992E-4
1819.0,7.278753139363695E-4,0.0010185902061488506,,,,6.03997584923992E-4,9.278274945016113E-4,0.0010443962366506383,4.226781734787568E-4,1.5916867352111193E-4
1820.0,7.278760270223563E-4,0.0010185923029270936,,,,6.040037431992421E-4,9.278417736164866E-4,0.001044411376072639,4.22684873469383E-4,1.5916875025537164E-4
1821.0,7.278792323436036E-4,0.0010185992425672374,,,,6.04014189534371E-4,9.278574794767669E-4,0.0010444228188748082,4.226902949277153E-4,1.5917127650173118E-4
1822.0,7.278889475357863E-4,0.0010186157267727315,,,,6.040246997119298E-4,9.278684984917094E-4,0.001044425869411751,4.2269190234286904E-4,1.5917352845213988E-4
1823.0,7.278877580582685E-4,0.0010186069642458676,,,,6.040158725599423E-4,9.278455218164974E-4,0.0010444101824638769,4.2269183000901E-4,1.5918057270378688E-4
1824.0,7.278883073896305E-4,0.0010186070737897165,,,,6.040106846419838E-4,9.278415826220524E-4,0.0010444063569003477,4.226878261308081E-4,1.5917562868828227E-4
1825.0,7.278862226319475E-4,0.001018603756315704,,,,6.040171676916146E-4,9.278555056091311E-4,0.0010444224806008056,4.2269339266046244E-4,1.591732073819235E-4
1826.0,7.278874650438145E-4,0.0010186085941065231,,,,6.040261103268433E-4,9.278674374549707E-4,0.0010444311232405276,4.226966392032965E-4,1.5917403775258992E-4
1827.0,7.278962290217369E-4,0.0010186242622551955,,,,6.040347741059333E-4,9.278772291440221E-4,0.0010444344591735845,4.2269754157805354E-4,1.5917502860409458E-4
1828.0,7.278996688320546E-4,0.0010186261004556522,,,,6.04031477491991E-4,9.278657319835526E-4,0.001044427402640226,4.2269925026358965E-4,1.5918060723473372E-4
1829.0,7.279003283319919E-4,0.0010186253027754915,,,,6.040331715964908E-4,9.27873020698378E-4,0.0010444378329678284,4.2270303341752837E-4,1.591801625380656E-4
1830.0,7.279023145603245E-4,0.0010186281689788343,,,,6.040376554831772E-4,9.278763989338517E-4,0.0010444388336743775,4.227037377998647E-4,1.5917971843726987E-4
1831.0,7.279034967133967E-4,0.0010186284195314644,,,,6.040359373972056E-4,9.278695638257201E-4,0.0010444328318258928,4.227020747728943E-4,1.5918044484567926E-4
1832.0,7.279039405774689E-4,0.001018628362873992,,,,6.040373427428222E-4,9.278743380737502E-4,0.0010444384319656646,4.2270365596686814E-4,1.5917901319923198E-4
1833.0,7.279048895177935E-4,0.001018629436294736,,,,6.040396808690567E-4,9.27876446772683E-4,0.0010444398000498208,4.2270414289397333E-4,1.5917912552476307E-4
1834.0,7.27906490033492E-4,0.0010186308018932315,,,,6.040389972792746E-4,9.278731539286039E-4,0.0010444365356857565,4.227032822818376E-4,1.5917982019803039E-4
1835.0,7.27907418972279E-4,0.0010186311160448984,,,,6.040403637578768E-4,9.278766994892628E-4,0.0010444406125490057,4.227048611027721E-4,1.5917942950298243E-4
1836.0,7.279086683198029E-4,0.001018632147289668,,,,6.040423387105885E-4,9.278785739080453E-4,0.0010444421978960934,4.2270579543446634E-4,1.591801061450691E-4
1837.0,7.279097033886745E-4,0.0010186324752736796,,,,6.040416631535597E-4,9.278754453116748E-4,0.0010444393845496817,4.22705305046014E-4,1.591810349811033E-4
1838.0,7.279104276939391E-4,0.001018632403400149,,,,6.040414216833996E-4,9.278748636911066E-4,0.0010444387463808223,4.2270482924292117E-4,1.591805275247281E-4
1839.0,7.279084076107864E-4,0.0010186276030797043,,,,6.040405242434038E-4,9.278731741088921E-4,0.0010444389151176663,4.2270553595258076E-4,1.591809783114961E-4
1840.0,7.279078455314978E-4,0.0010186273031971315,,,,6.040409677015638E-4,9.278743909773947E-4,0.0010444390061937398,4.2270462265014334E-4,1.5917963191722887E-4
1841.0,7.279099113205898E-4,0.0010186309125333967,,,,6.040434602440151E-4,9.278778920845948E-4,0.0010444404588272921,4.2270448564510083E-4,1.5917914073230424E-4
1842.0,7.279113792014341E-4,0.0010186327733402542,,,,6.040433774336148E-4,9.278760084728409E-4,0.0010444380405759469,4.2270416818173393E-4,1.5917985475473898E-4
1843.0,7.279126519212991E-4,0.0010186339173530433,,,,6.040433006950217E-4,9.278760568194279E-4,0.0010444384135206062,4.227045146754654E-4,1.591803076276501E-4
1844.0,7.279115935396115E-4,0.0010186309820038666,,,,6.040423167527895E-4,9.278730009734883E-4,0.0010444367620151493,4.2270471070780493E-4,1.5918137566384578E-4
1845.0,7.279112294244112E-4,0.001018630405090752,,,,6.040417745275989E-4,9.278717751558626E-4,0.0010444348972471196,4.227033718439973E-4,1.5918011678931127E-4
1846.0,7.279113025223886E-4,0.001018630819392474,,,,6.040428365991174E-4,9.27874034243158E-4,0.001044436674327982,4.2270345977798415E-4,1.5917911765593758E-4
1847.0,7.279117686981341E-4,0.0010186318580880783,,,,6.040442543461462E-4,9.278758292755671E-4,0.001044438103846354,4.227040477049998E-4,1.591794941528366E-4
1848.0,7.279135944988958E-4,0.0010186350263927202,,,,6.040460236287938E-4,9.278778534760883E-4,0.0010444389313047262,4.2270437879022443E-4,1.5917982420047993E-4
1849.0,7.2791498091711E-4,0.0010186366149465896,,,,6.040463590756845E-4,9.278769030160764E-4,0.0010444381309911946,4.227047113303691E-4,1.5918074060447714E-4
1850.0,7.279147769962161E-4,0.0010186350492581667,,,,6.040450766611388E-4,9.278736767836934E-4,0.0010444362649181496,4.2270479574137225E-4,1.5918152056827929E-4
1851.0,7.279148973567963E-4,0.0010186349961811589,,,,6.040442928186825E-4,9.278723611172036E-4,0.0010444348660469296,4.227038214495312E-4,1.5918073659804572E-4
1852.0,7.279142650616096E-4,0.0010186334258227314,,,,6.040440845711524E-4,9.278714936491025E-4,0.0010444345786807478,4.227035125775096E-4,1.5918028366939942E-4
1853.0,7.279138262384273E-4,0.00101863273706147,,,,6.040438862438908E-4,9.278706118345313E-4,0.0010444334742921299,4.2270260674057874E-4,1.591795477266376E-4
1854.0,7.279140831240372E-4,0.0010186331829824915,,,,6.04043729252532E-4,9.278703115866635E-4,0.0010444330001848818,4.227020106402618E-4,1.591790163212995E-4
1855.0,7.27914146264275E-4,0.001018632991875316,,,,6.040436670720652E-4,9.278699731530736E-4,0.0010444328124687573,4.227018904199406E-4,1.591790613082172E-4
1856.0,7.279146540536191E-4,0.0010186337304239556,,,,6.040436879228783E-4,9.278698295020282E-4,0.001044432586539781,4.227017775402206E-4,1.5917906721960338E-4
1857.0,7.279151189195142E-4,0.0010186340958677554,,,,6.040438710195205E-4,9.278697824882207E-4,0.0010444326848844676,4.227019389324121E-4,1.5917930302209384E-4
1858.0,7.279154475513185E-4,0.001018634455249324,,,,6.040439843517206E-4,9.278695003412423E-4,0.001044432483758653,4.227019957830919E-4,1.591794690251558E-4
1859.0,7.279158376035776E-4,0.001018634943793129,,,,6.040441744697531E-4,9.278694357756458E-4,0.001044432489334441,4.227020387611535E-4,1.5917952826876715E-4
1860.0,7.279159687049457E-4,0.001018635007608203,,,,6.040441018561383E-4,9.27868839067037E-4,0.0010444320923257934,4.227019720135119E-4,1.591796417091071E-4
1861.0,7.279161691515409E-4,0.0010186353042968173,,,,6.040440899825431E-4,9.278686011864676E-4,0.001044431842156934,4.227017784456487E-4,1.5917950624012183E-4
1862.0,7.279161698828082E-4,0.0010186352019802582,,,,6.040439227516578E-4,9.278680058119794E-4,0.0010444314055194969,4.227015940453806E-4,1.5917945246819238E-4
1863.0,7.27916228916271E-4,0.0010186352579418224,,,,6.040438118345025E-4,9.278676736332722E-4,0.0010444310332986357,4.227013223482869E-4,1.5917922257191336E-4
1864.0,7.279162620937846E-4,0.0010186351778801053,,,,6.040436362328172E-4,9.278671935842584E-4,0.0010444306321034807,4.227011096063475E-4,1.5917913813309507E-4
1865.0,7.279163055347803E-4,0.0010186351191437942,,,,6.040435192464746E-4,9.278668685611246E-4,0.001044430317609315,4.227008978495699E-4,1.5917900481775626E-4
